model_name,task_type,checkpoint_stage,eval_stage,task_score,split_type,num_examples,invalid_json_count,invalid_json_rate
Qwen2.5-7B-1M,MSR,3,2,0.060345,held_out_character,58,5,0.086207
Qwen2.5-7B-1M,ES,3,2,0.0,held_out_character,52,2,0.038462
Qwen2.5-7B-1M,TR,3,2,0.022727,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,3,2,0.307692,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,3,2,0.083333,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,3,3,0.280702,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,3,3,0.131579,held_out_character,57,6,0.105263
Qwen2.5-7B-1M,ES,3,3,0.0,held_out_character,50,1,0.020000
Qwen2.5-7B-1M,TR,3,3,0.0,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,3,3,0.214286,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,3,3,0.0,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,IE,4,1,0.245614,held_out_character,57,1,0.017544
Qwen2.5-7B-1M,MSR,4,1,0.0625,held_out_character,56,4,0.071429
Qwen2.5-7B-1M,ES,4,1,0.010417,held_out_character,48,2,0.041667
Qwen2.5-7B-1M,TR,4,1,0.0,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,4,1,0.105263,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,4,1,0.166667,held_out_character,15,2,0.133333
Qwen2.5-7B-1M,IE,4,2,0.278689,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,4,2,0.086207,held_out_character,58,2,0.034483
Qwen2.5-7B-1M,ES,4,2,0.009615,held_out_character,52,2,0.038462
Qwen2.5-7B-1M,TR,4,2,0.0,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,4,2,0.307692,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,4,2,0.0,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,4,3,0.192982,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,4,3,0.096491,held_out_character,57,3,0.052632
Qwen2.5-7B-1M,ES,4,3,0.0,held_out_character,50,1,0.020000
Qwen2.5-7B-1M,TR,4,3,0.0,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,4,3,0.357143,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,4,3,0.0,held_out_character,13,1,0.076923
Qwen2.5-7B-1M,IE,4,4,0.383333,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,4,4,0.101695,held_out_character,59,1,0.016949
Qwen2.5-7B-1M,ES,4,4,0.0,held_out_character,54,5,0.092593
Qwen2.5-7B-1M,TR,4,4,0.054054,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,4,4,0.2,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,4,4,0.25,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,5,1,0.280702,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,5,1,0.089286,held_out_character,56,2,0.035714
Qwen2.5-7B-1M,ES,5,1,0.0,held_out_character,48,1,0.020833
Qwen2.5-7B-1M,TR,5,1,0.0,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,5,1,0.157895,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,5,1,0.166667,held_out_character,15,4,0.266667
Qwen2.5-7B-1M,IE,5,2,0.229508,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,5,2,0.051724,held_out_character,58,5,0.086207
Qwen2.5-7B-1M,ES,5,2,0.009615,held_out_character,52,3,0.057692
Qwen2.5-7B-1M,TR,5,2,0.022727,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,5,2,0.230769,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,5,2,0.166667,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,5,3,0.175439,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,5,3,0.114035,held_out_character,57,7,0.122807
Qwen2.5-7B-1M,ES,5,3,0.0,held_out_character,50,2,0.040000
Qwen2.5-7B-1M,TR,5,3,0.0,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,5,3,0.285714,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,5,3,0.038462,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,IE,5,4,0.166667,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,5,4,0.084746,held_out_character,59,3,0.050847
Qwen2.5-7B-1M,ES,5,4,0.009259,held_out_character,54,0,0.000000
Qwen2.5-7B-1M,TR,5,4,0.027027,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,5,4,0.1,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,5,4,0.166667,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,5,5,0.275862,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,5,5,0.084746,held_out_character,59,7,0.118644
Qwen2.5-7B-1M,ES,5,5,0.01,held_out_character,50,2,0.040000
Qwen2.5-7B-1M,TR,5,5,0.0,held_out_character,39,0,0.000000
Qwen2.5-7B-1M,KU,5,5,0.428571,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,5,5,0.166667,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,6,1,0.157895,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,6,1,0.116071,held_out_character,56,1,0.017857
Qwen2.5-7B-1M,ES,6,1,0.020833,held_out_character,48,1,0.020833
Qwen2.5-7B-1M,TR,6,1,0.02439,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,6,1,0.210526,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,6,1,0.1,held_out_character,15,2,0.133333
Qwen2.5-7B-1M,IE,6,2,0.196721,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,6,2,0.086207,held_out_character,58,4,0.068966
Qwen2.5-7B-1M,ES,6,2,0.0,held_out_character,52,2,0.038462
Qwen2.5-7B-1M,TR,6,2,0.045455,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,6,2,0.384615,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,6,2,0.166667,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,6,3,0.122807,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,6,3,0.070175,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,ES,6,3,0.0,held_out_character,50,7,0.140000
Qwen2.5-7B-1M,TR,6,3,0.0,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,6,3,0.357143,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,6,3,0.038462,held_out_character,13,1,0.076923
Qwen2.5-7B-1M,IE,6,4,0.166667,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,6,4,0.101695,held_out_character,59,1,0.016949
Qwen2.5-7B-1M,ES,6,4,0.018519,held_out_character,54,4,0.074074
Qwen2.5-7B-1M,TR,6,4,0.027027,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,6,4,0.0,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,6,4,0.166667,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,6,5,0.172414,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,6,5,0.076271,held_out_character,59,2,0.033898
Qwen2.5-7B-1M,ES,6,5,0.0,held_out_character,50,1,0.020000
Qwen2.5-7B-1M,TR,6,5,0.025641,held_out_character,39,0,0.000000
Qwen2.5-7B-1M,KU,6,5,0.142857,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,6,5,0.055556,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,6,6,0.271186,held_out_character,59,1,0.016949
Qwen2.5-7B-1M,MSR,6,6,0.140351,held_out_character,57,3,0.052632
Qwen2.5-7B-1M,ES,6,6,0.04902,held_out_character,51,2,0.039216
Qwen2.5-7B-1M,TR,6,6,0.0,held_out_character,34,0,0.000000
Qwen2.5-7B-1M,KU,6,6,0.210526,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,6,6,0.0,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,7,1,0.263158,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,7,1,0.053571,held_out_character,56,3,0.053571
Qwen2.5-7B-1M,ES,7,1,0.020833,held_out_character,48,1,0.020833
Qwen2.5-7B-1M,TR,7,1,0.0,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,7,1,0.210526,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,7,1,0.0,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,7,2,0.262295,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,7,2,0.060345,held_out_character,58,3,0.051724
Qwen2.5-7B-1M,ES,7,2,0.009615,held_out_character,52,1,0.019231
Qwen2.5-7B-1M,TR,7,2,0.045455,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,7,2,0.307692,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,7,2,0.0,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,7,3,0.175439,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,7,3,0.04386,held_out_character,57,5,0.087719
Qwen2.5-7B-1M,ES,7,3,0.02,held_out_character,50,2,0.040000
Qwen2.5-7B-1M,TR,7,3,0.0,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,7,3,0.142857,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,7,3,0.0,held_out_character,13,2,0.153846
Qwen2.5-7B-1M,IE,7,4,0.233333,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,7,4,0.042373,held_out_character,59,6,0.101695
Qwen2.5-7B-1M,ES,7,4,0.0,held_out_character,54,2,0.037037
Qwen2.5-7B-1M,TR,7,4,0.027027,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,7,4,0.1,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,7,4,0.0,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,7,5,0.241379,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,7,5,0.135593,held_out_character,59,3,0.050847
Qwen2.5-7B-1M,ES,7,5,0.01,held_out_character,50,3,0.060000
Qwen2.5-7B-1M,TR,7,5,0.0,held_out_character,39,0,0.000000
Qwen2.5-7B-1M,KU,7,5,0.142857,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,7,5,0.111111,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,7,6,0.288136,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,7,6,0.105263,held_out_character,57,3,0.052632
Qwen2.5-7B-1M,ES,7,6,0.019608,held_out_character,51,3,0.058824
Qwen2.5-7B-1M,TR,7,6,0.0,held_out_character,34,0,0.000000
Qwen2.5-7B-1M,KU,7,6,0.157895,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,7,6,0.066667,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,7,7,0.418182,held_out_character,55,0,0.000000
Qwen2.5-7B-1M,MSR,7,7,0.12931,held_out_character,58,2,0.034483
Qwen2.5-7B-1M,ES,7,7,0.020833,held_out_character,48,1,0.020833
Qwen2.5-7B-1M,TR,7,7,0.0,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,7,7,0.142857,held_out_character,21,0,0.000000
Qwen2.5-7B-1M,MA,7,7,0.166667,held_out_character,24,0,0.000000
Qwen2.5-7B-1M,IE,8,1,0.245614,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,8,1,0.098214,held_out_character,56,0,0.000000
Qwen2.5-7B-1M,ES,8,1,0.03125,held_out_character,48,0,0.000000
Qwen2.5-7B-1M,TR,8,1,0.0,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,8,1,0.157895,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,8,1,0.066667,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,8,2,0.327869,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,8,2,0.043103,held_out_character,58,4,0.068966
Qwen2.5-7B-1M,ES,8,2,0.0,held_out_character,52,1,0.019231
Qwen2.5-7B-1M,TR,8,2,0.022727,held_out_character,44,1,0.022727
Qwen2.5-7B-1M,KU,8,2,0.153846,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,8,2,0.083333,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,8,3,0.157895,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,8,3,0.026316,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,ES,8,3,0.0,held_out_character,50,0,0.000000
Qwen2.5-7B-1M,TR,8,3,0.027778,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,8,3,0.357143,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,8,3,0.038462,held_out_character,13,1,0.076923
Qwen2.5-7B-1M,IE,8,4,0.2,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,8,4,0.059322,held_out_character,59,2,0.033898
Qwen2.5-7B-1M,ES,8,4,0.018519,held_out_character,54,3,0.055556
Qwen2.5-7B-1M,TR,8,4,0.027027,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,8,4,0.2,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,8,4,0.166667,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,8,5,0.224138,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,8,5,0.101695,held_out_character,59,4,0.067797
Qwen2.5-7B-1M,ES,8,5,0.0,held_out_character,50,0,0.000000
Qwen2.5-7B-1M,TR,8,5,0.0,held_out_character,39,0,0.000000
Qwen2.5-7B-1M,KU,8,5,0.0,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,8,5,0.0,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,8,6,0.254237,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,8,6,0.070175,held_out_character,57,2,0.035088
Qwen2.5-7B-1M,ES,8,6,0.019608,held_out_character,51,2,0.039216
Qwen2.5-7B-1M,TR,8,6,0.029412,held_out_character,34,0,0.000000
Qwen2.5-7B-1M,KU,8,6,0.052632,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,8,6,0.1,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,8,7,0.327273,held_out_character,55,0,0.000000
Qwen2.5-7B-1M,MSR,8,7,0.077586,held_out_character,58,1,0.017241
Qwen2.5-7B-1M,ES,8,7,0.03125,held_out_character,48,1,0.020833
Qwen2.5-7B-1M,TR,8,7,0.0,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,8,7,0.095238,held_out_character,21,0,0.000000
Qwen2.5-7B-1M,MA,8,7,0.083333,held_out_character,24,1,0.041667
Qwen2.5-7B-1M,IE,8,8,0.372881,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,8,8,0.107143,held_out_character,56,2,0.035714
Qwen2.5-7B-1M,ES,8,8,0.010204,held_out_character,49,1,0.020408
Qwen2.5-7B-1M,TR,8,8,0.0,held_out_character,38,0,0.000000
Qwen2.5-7B-1M,KU,8,8,0.058824,held_out_character,17,0,0.000000
Qwen2.5-7B-1M,MA,8,8,0.111111,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,9,1,0.245614,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,9,1,0.0625,held_out_character,56,4,0.071429
Qwen2.5-7B-1M,ES,9,1,0.03125,held_out_character,48,2,0.041667
Qwen2.5-7B-1M,TR,9,1,0.0,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,9,1,0.052632,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,9,1,0.166667,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,9,2,0.278689,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,9,2,0.068966,held_out_character,58,4,0.068966
Qwen2.5-7B-1M,ES,9,2,0.0,held_out_character,52,1,0.019231
Qwen2.5-7B-1M,TR,9,2,0.022727,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,9,2,0.230769,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,9,2,0.166667,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,9,3,0.192982,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,9,3,0.078947,held_out_character,57,5,0.087719
Qwen2.5-7B-1M,ES,9,3,0.0,held_out_character,50,2,0.040000
Qwen2.5-7B-1M,TR,9,3,0.027778,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,9,3,0.428571,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,9,3,0.038462,held_out_character,13,2,0.153846
Qwen2.5-7B-1M,IE,9,4,0.233333,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,9,4,0.059322,held_out_character,59,2,0.033898
Qwen2.5-7B-1M,ES,9,4,0.0,held_out_character,54,1,0.018519
Qwen2.5-7B-1M,TR,9,4,0.0,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,9,4,0.1,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,9,4,0.083333,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,9,5,0.155172,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,9,5,0.09322,held_out_character,59,7,0.118644
Qwen2.5-7B-1M,ES,9,5,0.01,held_out_character,50,1,0.020000
Qwen2.5-7B-1M,TR,9,5,0.0,held_out_character,39,0,0.000000
Qwen2.5-7B-1M,KU,9,5,0.142857,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,9,5,0.0,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,9,6,0.220339,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,9,6,0.105263,held_out_character,57,2,0.035088
Qwen2.5-7B-1M,ES,9,6,0.009804,held_out_character,51,1,0.019608
Qwen2.5-7B-1M,TR,9,6,0.058824,held_out_character,34,0,0.000000
Qwen2.5-7B-1M,KU,9,6,0.157895,held_out_character,19,1,0.052632
Qwen2.5-7B-1M,MA,9,6,0.066667,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,9,7,0.345455,held_out_character,55,0,0.000000
Qwen2.5-7B-1M,MSR,9,7,0.112069,held_out_character,58,2,0.034483
Qwen2.5-7B-1M,ES,9,7,0.010417,held_out_character,48,0,0.000000
Qwen2.5-7B-1M,TR,9,7,0.0,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,9,7,0.190476,held_out_character,21,0,0.000000
Qwen2.5-7B-1M,MA,9,7,0.104167,held_out_character,24,2,0.083333
Qwen2.5-7B-1M,IE,9,8,0.237288,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,9,8,0.107143,held_out_character,56,4,0.071429
Qwen2.5-7B-1M,ES,9,8,0.0,held_out_character,49,1,0.020408
Qwen2.5-7B-1M,TR,9,8,0.026316,held_out_character,38,0,0.000000
Qwen2.5-7B-1M,KU,9,8,0.058824,held_out_character,17,0,0.000000
Qwen2.5-7B-1M,MA,9,8,0.166667,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,9,9,0.344828,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,9,9,0.131579,held_out_character,57,1,0.017544
Qwen2.5-7B-1M,ES,9,9,0.018519,held_out_character,54,2,0.037037
Qwen2.5-7B-1M,TR,9,9,0.02381,held_out_character,42,0,0.000000
Qwen2.5-7B-1M,KU,9,9,0.25,held_out_character,12,0,0.000000
Qwen2.5-7B-1M,MA,9,9,0.05,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,IE,10,1,0.263158,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,10,1,0.089286,held_out_character,56,0,0.000000
Qwen2.5-7B-1M,ES,10,1,0.010417,held_out_character,48,4,0.083333
Qwen2.5-7B-1M,TR,10,1,0.0,held_out_character,41,0,0.000000
Qwen2.5-7B-1M,KU,10,1,0.105263,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,10,1,0.066667,held_out_character,15,1,0.066667
Qwen2.5-7B-1M,IE,10,2,0.213115,held_out_character,61,0,0.000000
Qwen2.5-7B-1M,MSR,10,2,0.155172,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,ES,10,2,0.0,held_out_character,52,1,0.019231
Qwen2.5-7B-1M,TR,10,2,0.045455,held_out_character,44,0,0.000000
Qwen2.5-7B-1M,KU,10,2,0.307692,held_out_character,13,0,0.000000
Qwen2.5-7B-1M,MA,10,2,0.0,held_out_character,6,0,0.000000
Qwen2.5-7B-1M,IE,10,3,0.192982,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,MSR,10,3,0.070175,held_out_character,57,1,0.017544
Qwen2.5-7B-1M,ES,10,3,0.0,held_out_character,50,2,0.040000
Qwen2.5-7B-1M,TR,10,3,0.0,held_out_character,36,0,0.000000
Qwen2.5-7B-1M,KU,10,3,0.357143,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,10,3,0.0,held_out_character,13,1,0.076923
Qwen2.5-7B-1M,IE,10,4,0.233333,held_out_character,60,0,0.000000
Qwen2.5-7B-1M,MSR,10,4,0.067797,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,ES,10,4,0.037037,held_out_character,54,1,0.018519
Qwen2.5-7B-1M,TR,10,4,0.054054,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,10,4,0.2,held_out_character,10,0,0.000000
Qwen2.5-7B-1M,MA,10,4,0.0,held_out_character,6,1,0.166667
Qwen2.5-7B-1M,IE,10,5,0.068966,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,10,5,0.135593,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,ES,10,5,0.01,held_out_character,50,1,0.020000
Qwen2.5-7B-1M,TR,10,5,0.0,held_out_character,39,0,0.000000
Qwen2.5-7B-1M,KU,10,5,0.0,held_out_character,14,0,0.000000
Qwen2.5-7B-1M,MA,10,5,0.111111,held_out_character,9,0,0.000000
Qwen2.5-7B-1M,IE,10,6,0.254237,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,10,6,0.122807,held_out_character,57,0,0.000000
Qwen2.5-7B-1M,ES,10,6,0.039216,held_out_character,51,2,0.039216
Qwen2.5-7B-1M,TR,10,6,0.029412,held_out_character,34,0,0.000000
Qwen2.5-7B-1M,KU,10,6,0.105263,held_out_character,19,0,0.000000
Qwen2.5-7B-1M,MA,10,6,0.233333,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,IE,10,7,0.254545,held_out_character,55,0,0.000000
Qwen2.5-7B-1M,MSR,10,7,0.137931,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,ES,10,7,0.020833,held_out_character,48,1,0.020833
Qwen2.5-7B-1M,TR,10,7,0.027027,held_out_character,37,0,0.000000
Qwen2.5-7B-1M,KU,10,7,0.0,held_out_character,21,0,0.000000
Qwen2.5-7B-1M,MA,10,7,0.0625,held_out_character,24,2,0.083333
Qwen2.5-7B-1M,IE,10,8,0.20339,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,10,8,0.098214,held_out_character,56,1,0.017857
Qwen2.5-7B-1M,ES,10,8,0.010204,held_out_character,49,1,0.020408
Qwen2.5-7B-1M,TR,10,8,0.052632,held_out_character,38,0,0.000000
Qwen2.5-7B-1M,KU,10,8,0.235294,held_out_character,17,0,0.000000
Qwen2.5-7B-1M,MA,10,8,0.055556,held_out_character,9,1,0.111111
Qwen2.5-7B-1M,IE,10,9,0.275862,held_out_character,58,0,0.000000
Qwen2.5-7B-1M,MSR,10,9,0.114035,held_out_character,57,2,0.035088
Qwen2.5-7B-1M,ES,10,9,0.0,held_out_character,54,2,0.037037
Qwen2.5-7B-1M,TR,10,9,0.02381,held_out_character,42,0,0.000000
Qwen2.5-7B-1M,KU,10,9,0.166667,held_out_character,12,0,0.000000
Qwen2.5-7B-1M,MA,10,9,0.0,held_out_character,10,2,0.200000
Qwen2.5-7B-1M,IE,10,10,0.271186,held_out_character,59,0,0.000000
Qwen2.5-7B-1M,MSR,10,10,0.108333,held_out_character,60,2,0.033333
Qwen2.5-7B-1M,ES,10,10,0.019231,held_out_character,52,2,0.038462
Qwen2.5-7B-1M,TR,10,10,0.0,held_out_character,40,0,0.000000
Qwen2.5-7B-1M,KU,10,10,0.133333,held_out_character,15,0,0.000000
Qwen2.5-7B-1M,MA,10,10,0.115385,held_out_character,13,1,0.076923
Qwen3.5-9B,IE,1,1,0.385965,held_out_character,57,0,0.000000
Qwen3.5-9B,MSR,1,1,0.151786,held_out_character,56,3,0.053571
Qwen3.5-9B,ES,1,1,0.0,held_out_character,48,1,0.020833
Qwen3.5-9B,TR,1,1,0.0,held_out_character,41,0,0.000000
Qwen3.5-9B,KU,1,1,0.105263,held_out_character,19,0,0.000000
Qwen3.5-9B,MA,1,1,0.266667,held_out_character,15,0,0.000000
Qwen3.5-9B,IE,2,1,0.333333,held_out_character,57,0,0.000000
Qwen3.5-9B,MSR,2,1,0.080357,held_out_character,56,0,0.000000
Qwen3.5-9B,ES,2,1,0.03125,held_out_character,48,0,0.000000
Qwen3.5-9B,TR,2,1,0.0,held_out_character,41,0,0.000000
Qwen3.5-9B,KU,2,1,0.105263,held_out_character,19,0,0.000000
Qwen3.5-9B,MA,2,1,0.233333,held_out_character,15,2,0.133333
Qwen3.5-9B,IE,2,2,0.442623,held_out_character,61,1,0.016393
Qwen3.5-9B,MSR,2,2,0.146552,held_out_character,58,1,0.017241
Qwen3.5-9B,ES,2,2,0.0,held_out_character,52,0,0.000000
Qwen3.5-9B,TR,2,2,0.068182,held_out_character,44,0,0.000000
Qwen3.5-9B,KU,2,2,0.384615,held_out_character,13,0,0.000000
Qwen3.5-9B,MA,2,2,0.0,held_out_character,6,1,0.166667
Qwen3.5-9B,IE,3,1,0.315789,held_out_character,57,0,0.000000
Qwen3.5-9B,MSR,3,1,0.098214,held_out_character,56,1,0.017857
Qwen3.5-9B,ES,3,1,0.020833,held_out_character,48,0,0.000000
Qwen3.5-9B,TR,3,1,0.0,held_out_character,41,3,0.073171
Qwen3.5-9B,KU,3,1,0.052632,held_out_character,19,0,0.000000
Qwen3.5-9B,MA,3,1,0.166667,held_out_character,15,0,0.000000
Qwen3.5-9B,IE,3,2,0.360656,held_out_character,61,1,0.016393
Qwen3.5-9B,MSR,3,2,0.12931,held_out_character,58,1,0.017241
Qwen3.5-9B,ES,3,2,0.0,held_out_character,52,0,0.000000
Qwen3.5-9B,TR,3,2,0.068182,held_out_character,44,6,0.136364
Qwen3.5-9B,KU,3,2,0.153846,held_out_character,13,0,0.000000
Qwen3.5-9B,MA,3,2,0.166667,held_out_character,6,0,0.000000
Qwen3.5-9B,IE,3,3,0.368421,held_out_character,57,0,0.000000
Qwen3.5-9B,MSR,3,3,0.175439,held_out_character,57,0,0.000000
Qwen3.5-9B,ES,3,3,0.0,held_out_character,50,0,0.000000
Qwen3.5-9B,TR,3,3,0.0,held_out_character,36,1,0.027778
Qwen3.5-9B,KU,3,3,0.214286,held_out_character,14,1,0.071429
Qwen3.5-9B,MA,3,3,0.115385,held_out_character,13,0,0.000000
Qwen3.5-9B,IE,4,1,0.350877,held_out_character,57,0,0.000000
Qwen3.5-9B,MSR,4,1,0.053571,held_out_character,56,0,0.000000
