model_name,checkpoint_stage,eval_stage,stage_relation,overall_score,num_examples,invalid_json_count,invalid_json_rate,split_type,source_file
Qwen2.5-7B-1M,5,5,current,0.160974,229,9,0.039301,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_05/stage_05_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,6,1,old,0.104953,236,4,0.016949,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_06/stage_01_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,6,2,old,0.146611,234,6,0.025641,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_06/stage_02_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,6,3,old,0.098098,227,8,0.035242,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_06/stage_03_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,6,4,old,0.080096,226,5,0.022124,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_06/stage_04_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,6,5,old,0.078790,229,3,0.013100,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_06/stage_05_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,6,6,current,0.111847,235,6,0.025532,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_06/stage_06_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,1,old,0.091348,236,4,0.016949,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_01_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,2,old,0.114234,234,4,0.017094,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_02_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,3,old,0.063693,227,9,0.039648,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_03_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,4,old,0.067122,226,8,0.035398,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_04_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,5,old,0.106823,229,6,0.026201,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_05_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,6,old,0.106261,235,6,0.025532,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_06_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,7,7,current,0.146308,243,3,0.012346,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_07/stage_07_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,1,old,0.099940,236,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_01_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,2,old,0.105147,234,6,0.025641,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_02_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,3,old,0.101265,227,1,0.004405,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_03_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,4,old,0.111922,226,5,0.022124,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_04_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,5,old,0.054305,229,4,0.017467,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_05_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,6,old,0.087677,235,4,0.017021,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_06_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,7,old,0.102447,243,3,0.012346,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_07_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,8,8,current,0.110027,228,3,0.013158,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_08/stage_08_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,1,old,0.093110,236,6,0.025424,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_01_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,2,old,0.127970,234,5,0.021368,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_02_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,3,old,0.127790,227,9,0.039648,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_03_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,4,old,0.079331,226,3,0.013274,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_04_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,5,old,0.066875,229,8,0.034934,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_05_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,6,old,0.103132,235,4,0.017021,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_06_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,7,old,0.127097,243,4,0.016461,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_07_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,8,old,0.099373,228,5,0.021930,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_08_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,9,9,current,0.136456,233,3,0.012876,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_09/stage_09_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,1,old,0.089132,236,5,0.021186,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_01_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,2,old,0.120239,234,1,0.004274,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_02_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,3,old,0.103383,227,4,0.017621,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_03_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,4,old,0.098704,226,2,0.008850,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_04_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,5,old,0.054278,229,1,0.004367,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_05_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,6,old,0.130711,235,2,0.008511,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_06_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,7,old,0.083806,243,3,0.012346,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_07_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,8,old,0.109215,228,3,0.013158,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_08_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,9,old,0.096729,233,6,0.025751,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_09_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,10,10,current,0.107911,239,5,0.020921,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_10/stage_10_unseen_qwen25_1m_mimo/scores.json
Qwen2.5-7B-1M,1,1,current,0.096237,944,22,0.023305,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen25_7b_1m/checkpoint_stage_01/stage_01_seen_qwen25_1m_mimo/scores.json
Qwen3.5-9B,1,1,current,0.151613,236,4,0.016949,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_01/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,2,1,old,0.130589,236,2,0.008475,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_02/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,2,2,current,0.173662,234,3,0.012821,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_02/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,3,1,old,0.109023,236,4,0.016949,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_03/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,3,2,old,0.146443,234,8,0.034188,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_03/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,3,3,current,0.145588,227,2,0.008811,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_03/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,1,old,0.111239,236,1,0.004237,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,2,old,0.157858,234,2,0.008547,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,3,old,0.146250,227,3,0.013216,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,4,current,0.145659,226,3,0.013274,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,1,old,0.127355,236,3,0.012712,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,2,old,0.144479,234,2,0.008547,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,3,old,0.144407,227,2,0.008811,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,4,old,0.154828,226,2,0.008850,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,5,5,current,0.155493,229,2,0.008734,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_05/stage_05_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,1,old,0.142826,236,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,2,old,0.140531,234,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,3,old,0.138696,227,1,0.004405,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,4,old,0.157309,226,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,5,old,0.118762,229,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_05_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,6,6,current,0.173644,235,1,0.004255,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_06/stage_06_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,1,old,0.121606,236,1,0.004237,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,2,old,0.109346,234,1,0.004274,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,3,old,0.117827,227,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,4,old,0.117713,226,1,0.004425,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,5,old,0.092045,229,1,0.004367,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_05_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,6,old,0.133063,235,1,0.004255,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_06_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,7,7,current,0.231928,243,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_07/stage_07_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,1,old,0.141991,236,2,0.008475,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,2,old,0.128612,234,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,3,old,0.099142,227,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,4,old,0.118205,226,1,0.004425,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,5,old,0.072622,229,1,0.004367,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_05_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,6,old,0.136807,235,3,0.012766,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_06_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,7,old,0.150203,243,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_07_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,8,8,current,0.186997,228,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_08/stage_08_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,1,old,0.112098,236,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,2,old,0.146309,234,1,0.004274,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,3,old,0.137443,227,1,0.004405,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,4,old,0.114569,226,1,0.004425,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,5,old,0.101607,229,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_05_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,6,old,0.101760,235,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_06_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,7,old,0.110785,243,3,0.012346,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_07_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,8,old,0.122928,228,2,0.008772,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_08_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,9,9,current,0.149433,233,2,0.008584,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_09/stage_09_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,1,old,0.113372,236,2,0.008475,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_01_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,2,old,0.141428,234,5,0.021368,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_02_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,3,old,0.117457,227,2,0.008811,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_03_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,4,old,0.098673,226,3,0.013274,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_04_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,5,old,0.053991,229,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_05_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,6,old,0.132358,235,2,0.008511,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_06_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,7,old,0.118006,243,2,0.008230,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_07_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,8,old,0.108233,228,0,0.000000,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_08_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,9,old,0.134443,233,2,0.008584,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_09_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,10,10,current,0.146407,239,4,0.016736,held_out_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_10/stage_10_unseen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,1,1,current,0.156786,944,12,0.012712,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_01/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,2,1,old,0.113046,944,13,0.013771,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_02/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,2,2,current,0.155713,936,9,0.009615,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_02/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,3,1,old,0.109085,944,22,0.023305,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_03/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,3,2,old,0.119615,936,19,0.020299,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_03/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,3,3,current,0.177056,951,17,0.017876,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_03/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,1,old,0.102140,944,11,0.011653,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_01_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,2,old,0.130054,936,8,0.008547,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_02_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,3,old,0.145037,951,7,0.007361,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_03_seen_qwen35_nothink_mimo/scores.json
Qwen3.5-9B,4,4,current,0.188256,961,8,0.008325,supervised_character,dialogue_training/project_entity_split_sw_natural_header_qa_upweight24/outputs/eval_stagewise_qwen35_9b_nothink/checkpoint_stage_04/stage_04_seen_qwen35_nothink_mimo/scores.json
