model_name,checkpoint_stage,eval_stage,task_type,task_name_long,task_score,num_examples,invalid_json_count,invalid_json_rate,split_type
GLM-4-9B-1M,10,4,MSR,Multi-session Reasoning,0.067797,59,0,0.000000,held_out_character
GLM-4-9B-1M,10,4,ES,Event Summarization,0.000000,54,1,0.018519,held_out_character
GLM-4-9B-1M,10,4,TR,Temporal Reasoning,0.081081,37,0,0.000000,held_out_character
GLM-4-9B-1M,10,4,KU,Knowledge Updating,0.000000,10,0,0.000000,held_out_character
GLM-4-9B-1M,10,4,MA,Memory Arbitration,0.166667,6,0,0.000000,held_out_character
GLM-4-9B-1M,10,5,IE,Information Extraction,0.086207,58,0,0.000000,held_out_character
GLM-4-9B-1M,10,5,MSR,Multi-session Reasoning,0.118644,59,0,0.000000,held_out_character
GLM-4-9B-1M,10,5,ES,Event Summarization,0.030000,50,0,0.000000,held_out_character
GLM-4-9B-1M,10,5,TR,Temporal Reasoning,0.076923,39,0,0.000000,held_out_character
GLM-4-9B-1M,10,5,KU,Knowledge Updating,0.214286,14,0,0.000000,held_out_character
GLM-4-9B-1M,10,5,MA,Memory Arbitration,0.055556,9,1,0.111111,held_out_character
GLM-4-9B-1M,10,6,IE,Information Extraction,0.220339,59,1,0.016949,held_out_character
GLM-4-9B-1M,10,6,MSR,Multi-session Reasoning,0.096491,57,0,0.000000,held_out_character
GLM-4-9B-1M,10,6,ES,Event Summarization,0.009804,51,0,0.000000,held_out_character
GLM-4-9B-1M,10,6,TR,Temporal Reasoning,0.029412,34,0,0.000000,held_out_character
GLM-4-9B-1M,10,6,KU,Knowledge Updating,0.000000,19,0,0.000000,held_out_character
GLM-4-9B-1M,10,6,MA,Memory Arbitration,0.033333,15,0,0.000000,held_out_character
GLM-4-9B-1M,10,7,IE,Information Extraction,0.200000,55,0,0.000000,held_out_character
GLM-4-9B-1M,10,7,MSR,Multi-session Reasoning,0.077586,58,1,0.017241,held_out_character
GLM-4-9B-1M,10,7,ES,Event Summarization,0.020833,48,2,0.041667,held_out_character
GLM-4-9B-1M,10,7,TR,Temporal Reasoning,0.027027,37,0,0.000000,held_out_character
GLM-4-9B-1M,10,7,KU,Knowledge Updating,0.142857,21,0,0.000000,held_out_character
GLM-4-9B-1M,10,7,MA,Memory Arbitration,0.020833,24,0,0.000000,held_out_character
GLM-4-9B-1M,10,8,IE,Information Extraction,0.271186,59,0,0.000000,held_out_character
GLM-4-9B-1M,10,8,MSR,Multi-session Reasoning,0.107143,56,0,0.000000,held_out_character
GLM-4-9B-1M,10,8,ES,Event Summarization,0.000000,49,0,0.000000,held_out_character
GLM-4-9B-1M,10,8,TR,Temporal Reasoning,0.131579,38,0,0.000000,held_out_character
GLM-4-9B-1M,10,8,KU,Knowledge Updating,0.058824,17,0,0.000000,held_out_character
GLM-4-9B-1M,10,8,MA,Memory Arbitration,0.000000,9,0,0.000000,held_out_character
GLM-4-9B-1M,10,9,IE,Information Extraction,0.224138,58,0,0.000000,held_out_character
GLM-4-9B-1M,10,9,MSR,Multi-session Reasoning,0.105263,57,3,0.052632,held_out_character
GLM-4-9B-1M,10,9,ES,Event Summarization,0.009259,54,0,0.000000,held_out_character
GLM-4-9B-1M,10,9,TR,Temporal Reasoning,0.071429,42,0,0.000000,held_out_character
GLM-4-9B-1M,10,9,KU,Knowledge Updating,0.166667,12,0,0.000000,held_out_character
GLM-4-9B-1M,10,9,MA,Memory Arbitration,0.300000,10,0,0.000000,held_out_character
GLM-4-9B-1M,10,10,IE,Information Extraction,0.355932,59,0,0.000000,held_out_character
GLM-4-9B-1M,10,10,MSR,Multi-session Reasoning,0.175000,60,0,0.000000,held_out_character
GLM-4-9B-1M,10,10,ES,Event Summarization,0.028846,52,0,0.000000,held_out_character
GLM-4-9B-1M,10,10,TR,Temporal Reasoning,0.075000,40,0,0.000000,held_out_character
GLM-4-9B-1M,10,10,KU,Knowledge Updating,0.066667,15,0,0.000000,held_out_character
GLM-4-9B-1M,10,10,MA,Memory Arbitration,0.115385,13,0,0.000000,held_out_character
GLM-4-9B-1M,1,1,IE,Information Extraction,0.638655,238,0,0.000000,supervised_character
GLM-4-9B-1M,1,1,MSR,Multi-session Reasoning,0.133475,236,4,0.016949,supervised_character
GLM-4-9B-1M,1,1,ES,Event Summarization,0.011905,210,7,0.033333,supervised_character
GLM-4-9B-1M,1,1,TR,Temporal Reasoning,0.098592,142,0,0.000000,supervised_character
GLM-4-9B-1M,1,1,KU,Knowledge Updating,0.229508,61,0,0.000000,supervised_character
GLM-4-9B-1M,1,1,MA,Memory Arbitration,0.184211,57,2,0.035088,supervised_character
GLM-4-9B-1M,2,1,IE,Information Extraction,0.315126,238,0,0.000000,supervised_character
GLM-4-9B-1M,2,1,MSR,Multi-session Reasoning,0.076271,236,1,0.004237,supervised_character
GLM-4-9B-1M,2,1,ES,Event Summarization,0.007143,210,3,0.014286,supervised_character
GLM-4-9B-1M,2,1,TR,Temporal Reasoning,0.070423,142,0,0.000000,supervised_character
GLM-4-9B-1M,2,1,KU,Knowledge Updating,0.147541,61,0,0.000000,supervised_character
GLM-4-9B-1M,2,1,MA,Memory Arbitration,0.105263,57,2,0.035088,supervised_character
GLM-4-9B-1M,2,2,IE,Information Extraction,0.597458,236,0,0.000000,supervised_character
GLM-4-9B-1M,2,2,MSR,Multi-session Reasoning,0.116883,231,2,0.008658,supervised_character
GLM-4-9B-1M,2,2,ES,Event Summarization,0.002463,203,10,0.049261,supervised_character
GLM-4-9B-1M,2,2,TR,Temporal Reasoning,0.164773,176,0,0.000000,supervised_character
GLM-4-9B-1M,2,2,KU,Knowledge Updating,0.259259,54,0,0.000000,supervised_character
GLM-4-9B-1M,2,2,MA,Memory Arbitration,0.152778,36,1,0.027778,supervised_character
GLM-4-9B-1M,3,1,IE,Information Extraction,0.273109,238,0,0.000000,supervised_character
GLM-4-9B-1M,3,1,MSR,Multi-session Reasoning,0.099576,236,4,0.016949,supervised_character
GLM-4-9B-1M,3,1,ES,Event Summarization,0.002381,210,16,0.076190,supervised_character
GLM-4-9B-1M,3,1,TR,Temporal Reasoning,0.056338,142,0,0.000000,supervised_character
GLM-4-9B-1M,3,1,KU,Knowledge Updating,0.098361,61,0,0.000000,supervised_character
GLM-4-9B-1M,3,1,MA,Memory Arbitration,0.096491,57,4,0.070175,supervised_character
GLM-4-9B-1M,3,2,IE,Information Extraction,0.381356,236,0,0.000000,supervised_character
GLM-4-9B-1M,3,2,MSR,Multi-session Reasoning,0.093074,231,3,0.012987,supervised_character
GLM-4-9B-1M,3,2,ES,Event Summarization,0.002463,203,15,0.073892,supervised_character
GLM-4-9B-1M,3,2,TR,Temporal Reasoning,0.062500,176,0,0.000000,supervised_character
GLM-4-9B-1M,3,2,KU,Knowledge Updating,0.166667,54,0,0.000000,supervised_character
GLM-4-9B-1M,3,2,MA,Memory Arbitration,0.069444,36,2,0.055556,supervised_character
GLM-4-9B-1M,3,3,IE,Information Extraction,0.604348,230,0,0.000000,supervised_character
GLM-4-9B-1M,3,3,MSR,Multi-session Reasoning,0.123932,234,1,0.004274,supervised_character
GLM-4-9B-1M,3,3,ES,Event Summarization,0.012077,207,11,0.053140,supervised_character
GLM-4-9B-1M,3,3,TR,Temporal Reasoning,0.186335,161,0,0.000000,supervised_character
GLM-4-9B-1M,3,3,KU,Knowledge Updating,0.369231,65,0,0.000000,supervised_character
GLM-4-9B-1M,3,3,MA,Memory Arbitration,0.037037,54,0,0.000000,supervised_character
GLM-4-9B-1M,4,1,IE,Information Extraction,0.210084,238,0,0.000000,supervised_character
GLM-4-9B-1M,4,1,MSR,Multi-session Reasoning,0.080508,236,4,0.016949,supervised_character
GLM-4-9B-1M,4,1,ES,Event Summarization,0.007143,210,7,0.033333,supervised_character
GLM-4-9B-1M,4,1,TR,Temporal Reasoning,0.049296,142,0,0.000000,supervised_character
GLM-4-9B-1M,4,1,KU,Knowledge Updating,0.081967,61,0,0.000000,supervised_character
GLM-4-9B-1M,4,1,MA,Memory Arbitration,0.096491,57,2,0.035088,supervised_character
GLM-4-9B-1M,4,2,IE,Information Extraction,0.305085,236,0,0.000000,supervised_character
GLM-4-9B-1M,4,2,MSR,Multi-session Reasoning,0.075758,231,1,0.004329,supervised_character
GLM-4-9B-1M,4,2,ES,Event Summarization,0.000000,203,3,0.014778,supervised_character
GLM-4-9B-1M,4,2,TR,Temporal Reasoning,0.022727,176,0,0.000000,supervised_character
GLM-4-9B-1M,4,2,KU,Knowledge Updating,0.148148,54,0,0.000000,supervised_character
GLM-4-9B-1M,4,2,MA,Memory Arbitration,0.097222,36,1,0.027778,supervised_character
GLM-4-9B-1M,4,3,IE,Information Extraction,0.386957,230,0,0.000000,supervised_character
GLM-4-9B-1M,4,3,MSR,Multi-session Reasoning,0.098291,234,1,0.004274,supervised_character
GLM-4-9B-1M,4,3,ES,Event Summarization,0.014493,207,3,0.014493,supervised_character
GLM-4-9B-1M,4,3,TR,Temporal Reasoning,0.068323,161,0,0.000000,supervised_character
GLM-4-9B-1M,4,3,KU,Knowledge Updating,0.153846,65,0,0.000000,supervised_character
GLM-4-9B-1M,4,3,MA,Memory Arbitration,0.064815,54,1,0.018519,supervised_character
GLM-4-9B-1M,4,4,IE,Information Extraction,0.588745,231,0,0.000000,supervised_character
GLM-4-9B-1M,4,4,MSR,Multi-session Reasoning,0.165217,230,2,0.008696,supervised_character
GLM-4-9B-1M,4,4,ES,Event Summarization,0.007500,200,4,0.020000,supervised_character
GLM-4-9B-1M,4,4,TR,Temporal Reasoning,0.133333,165,0,0.000000,supervised_character
GLM-4-9B-1M,4,4,KU,Knowledge Updating,0.394366,71,1,0.014085,supervised_character
GLM-4-9B-1M,4,4,MA,Memory Arbitration,0.078125,64,1,0.015625,supervised_character
GLM-4-9B-1M,5,1,IE,Information Extraction,0.201681,238,0,0.000000,supervised_character
GLM-4-9B-1M,5,1,MSR,Multi-session Reasoning,0.078390,236,2,0.008475,supervised_character
GLM-4-9B-1M,5,1,ES,Event Summarization,0.014286,210,2,0.009524,supervised_character
GLM-4-9B-1M,5,1,TR,Temporal Reasoning,0.042254,142,0,0.000000,supervised_character
GLM-4-9B-1M,5,1,KU,Knowledge Updating,0.098361,61,1,0.016393,supervised_character
GLM-4-9B-1M,5,1,MA,Memory Arbitration,0.070175,57,1,0.017544,supervised_character
GLM-4-9B-1M,5,2,IE,Information Extraction,0.279661,236,0,0.000000,supervised_character
GLM-4-9B-1M,5,2,MSR,Multi-session Reasoning,0.088745,231,1,0.004329,supervised_character
GLM-4-9B-1M,5,2,ES,Event Summarization,0.004926,203,3,0.014778,supervised_character
GLM-4-9B-1M,5,2,TR,Temporal Reasoning,0.039773,176,0,0.000000,supervised_character
GLM-4-9B-1M,5,2,KU,Knowledge Updating,0.166667,54,0,0.000000,supervised_character
GLM-4-9B-1M,5,2,MA,Memory Arbitration,0.152778,36,1,0.027778,supervised_character
GLM-4-9B-1M,5,3,IE,Information Extraction,0.300000,230,0,0.000000,supervised_character
GLM-4-9B-1M,5,3,MSR,Multi-session Reasoning,0.094017,234,0,0.000000,supervised_character
GLM-4-9B-1M,5,3,ES,Event Summarization,0.012077,207,1,0.004831,supervised_character
GLM-4-9B-1M,5,3,TR,Temporal Reasoning,0.049689,161,0,0.000000,supervised_character
GLM-4-9B-1M,5,3,KU,Knowledge Updating,0.246154,65,0,0.000000,supervised_character
GLM-4-9B-1M,5,3,MA,Memory Arbitration,0.064815,54,1,0.018519,supervised_character
GLM-4-9B-1M,5,4,IE,Information Extraction,0.380952,231,0,0.000000,supervised_character
GLM-4-9B-1M,5,4,MSR,Multi-session Reasoning,0.110870,230,0,0.000000,supervised_character
GLM-4-9B-1M,5,4,ES,Event Summarization,0.005000,200,6,0.030000,supervised_character
GLM-4-9B-1M,5,4,TR,Temporal Reasoning,0.072727,165,0,0.000000,supervised_character
GLM-4-9B-1M,5,4,KU,Knowledge Updating,0.253521,71,0,0.000000,supervised_character
GLM-4-9B-1M,5,4,MA,Memory Arbitration,0.125000,64,3,0.046875,supervised_character
GLM-4-9B-1M,5,5,IE,Information Extraction,0.523404,235,0,0.000000,supervised_character
GLM-4-9B-1M,5,5,MSR,Multi-session Reasoning,0.184549,233,0,0.000000,supervised_character
GLM-4-9B-1M,5,5,ES,Event Summarization,0.015385,195,2,0.010256,supervised_character
GLM-4-9B-1M,5,5,TR,Temporal Reasoning,0.109677,155,0,0.000000,supervised_character
GLM-4-9B-1M,5,5,KU,Knowledge Updating,0.214286,70,0,0.000000,supervised_character
GLM-4-9B-1M,5,5,MA,Memory Arbitration,0.122951,61,0,0.000000,supervised_character
GLM-4-9B-1M,6,1,IE,Information Extraction,0.205882,238,0,0.000000,supervised_character
GLM-4-9B-1M,6,1,MSR,Multi-session Reasoning,0.120763,236,3,0.012712,supervised_character
GLM-4-9B-1M,6,1,ES,Event Summarization,0.002381,210,4,0.019048,supervised_character
GLM-4-9B-1M,6,1,TR,Temporal Reasoning,0.070423,142,0,0.000000,supervised_character
GLM-4-9B-1M,6,1,KU,Knowledge Updating,0.032787,61,0,0.000000,supervised_character
GLM-4-9B-1M,6,1,MA,Memory Arbitration,0.131579,57,2,0.035088,supervised_character
GLM-4-9B-1M,6,2,IE,Information Extraction,0.250000,236,0,0.000000,supervised_character
GLM-4-9B-1M,6,2,MSR,Multi-session Reasoning,0.077922,231,0,0.000000,supervised_character
GLM-4-9B-1M,6,2,ES,Event Summarization,0.002463,203,5,0.024631,supervised_character
GLM-4-9B-1M,6,2,TR,Temporal Reasoning,0.028409,176,0,0.000000,supervised_character
GLM-4-9B-1M,6,2,KU,Knowledge Updating,0.092593,54,0,0.000000,supervised_character
GLM-4-9B-1M,6,2,MA,Memory Arbitration,0.111111,36,0,0.000000,supervised_character
GLM-4-9B-1M,6,3,IE,Information Extraction,0.278261,230,0,0.000000,supervised_character
GLM-4-9B-1M,6,3,MSR,Multi-session Reasoning,0.098291,234,2,0.008547,supervised_character
GLM-4-9B-1M,6,3,ES,Event Summarization,0.009662,207,1,0.004831,supervised_character
GLM-4-9B-1M,6,3,TR,Temporal Reasoning,0.055901,161,0,0.000000,supervised_character
GLM-4-9B-1M,6,3,KU,Knowledge Updating,0.138462,65,0,0.000000,supervised_character
GLM-4-9B-1M,6,3,MA,Memory Arbitration,0.046296,54,1,0.018519,supervised_character
GLM-4-9B-1M,6,4,IE,Information Extraction,0.320346,231,0,0.000000,supervised_character
GLM-4-9B-1M,6,4,MSR,Multi-session Reasoning,0.097826,230,1,0.004348,supervised_character
GLM-4-9B-1M,6,4,ES,Event Summarization,0.017500,200,5,0.025000,supervised_character
GLM-4-9B-1M,6,4,TR,Temporal Reasoning,0.078788,165,0,0.000000,supervised_character
GLM-4-9B-1M,6,4,KU,Knowledge Updating,0.197183,71,0,0.000000,supervised_character
GLM-4-9B-1M,6,4,MA,Memory Arbitration,0.148438,64,2,0.031250,supervised_character
GLM-4-9B-1M,6,5,IE,Information Extraction,0.327660,235,0,0.000000,supervised_character
GLM-4-9B-1M,6,5,MSR,Multi-session Reasoning,0.098712,233,1,0.004292,supervised_character
GLM-4-9B-1M,6,5,ES,Event Summarization,0.005128,195,5,0.025641,supervised_character
GLM-4-9B-1M,6,5,TR,Temporal Reasoning,0.058065,155,0,0.000000,supervised_character
GLM-4-9B-1M,6,5,KU,Knowledge Updating,0.100000,70,0,0.000000,supervised_character
GLM-4-9B-1M,6,5,MA,Memory Arbitration,0.090164,61,1,0.016393,supervised_character
GLM-4-9B-1M,6,6,IE,Information Extraction,0.528634,227,0,0.000000,supervised_character
GLM-4-9B-1M,6,6,MSR,Multi-session Reasoning,0.161017,236,0,0.000000,supervised_character
GLM-4-9B-1M,6,6,ES,Event Summarization,0.019231,208,4,0.019231,supervised_character
GLM-4-9B-1M,6,6,TR,Temporal Reasoning,0.136986,146,0,0.000000,supervised_character
GLM-4-9B-1M,6,6,KU,Knowledge Updating,0.214286,70,0,0.000000,supervised_character
GLM-4-9B-1M,6,6,MA,Memory Arbitration,0.054545,55,0,0.000000,supervised_character
GLM-4-9B-1M,7,1,IE,Information Extraction,0.193277,238,1,0.004202,supervised_character
GLM-4-9B-1M,7,1,MSR,Multi-session Reasoning,0.074153,236,0,0.000000,supervised_character
GLM-4-9B-1M,7,1,ES,Event Summarization,0.002381,210,3,0.014286,supervised_character
GLM-4-9B-1M,7,1,TR,Temporal Reasoning,0.056338,142,0,0.000000,supervised_character
GLM-4-9B-1M,7,1,KU,Knowledge Updating,0.081967,61,0,0.000000,supervised_character
GLM-4-9B-1M,7,1,MA,Memory Arbitration,0.070175,57,0,0.000000,supervised_character
GLM-4-9B-1M,7,2,IE,Information Extraction,0.237288,236,0,0.000000,supervised_character
GLM-4-9B-1M,7,2,MSR,Multi-session Reasoning,0.077922,231,0,0.000000,supervised_character
GLM-4-9B-1M,7,2,ES,Event Summarization,0.004926,203,1,0.004926,supervised_character
GLM-4-9B-1M,7,2,TR,Temporal Reasoning,0.011364,176,0,0.000000,supervised_character
GLM-4-9B-1M,7,2,KU,Knowledge Updating,0.111111,54,0,0.000000,supervised_character
GLM-4-9B-1M,7,2,MA,Memory Arbitration,0.083333,36,2,0.055556,supervised_character
GLM-4-9B-1M,7,3,IE,Information Extraction,0.221739,230,0,0.000000,supervised_character
GLM-4-9B-1M,7,3,MSR,Multi-session Reasoning,0.096154,234,1,0.004274,supervised_character
GLM-4-9B-1M,7,3,ES,Event Summarization,0.009662,207,6,0.028986,supervised_character
GLM-4-9B-1M,7,3,TR,Temporal Reasoning,0.049689,161,0,0.000000,supervised_character
GLM-4-9B-1M,7,3,KU,Knowledge Updating,0.200000,65,0,0.000000,supervised_character
GLM-4-9B-1M,7,3,MA,Memory Arbitration,0.046296,54,0,0.000000,supervised_character
GLM-4-9B-1M,7,4,IE,Information Extraction,0.242424,231,0,0.000000,supervised_character
GLM-4-9B-1M,7,4,MSR,Multi-session Reasoning,0.082609,230,0,0.000000,supervised_character
GLM-4-9B-1M,7,4,ES,Event Summarization,0.007500,200,5,0.025000,supervised_character
GLM-4-9B-1M,7,4,TR,Temporal Reasoning,0.054545,165,0,0.000000,supervised_character
GLM-4-9B-1M,7,4,KU,Knowledge Updating,0.169014,71,0,0.000000,supervised_character
GLM-4-9B-1M,7,4,MA,Memory Arbitration,0.093750,64,2,0.031250,supervised_character
GLM-4-9B-1M,7,5,IE,Information Extraction,0.293617,235,0,0.000000,supervised_character
GLM-4-9B-1M,7,5,MSR,Multi-session Reasoning,0.107296,233,1,0.004292,supervised_character
GLM-4-9B-1M,7,5,ES,Event Summarization,0.002564,195,4,0.020513,supervised_character
GLM-4-9B-1M,7,5,TR,Temporal Reasoning,0.019355,155,0,0.000000,supervised_character
GLM-4-9B-1M,7,5,KU,Knowledge Updating,0.128571,70,0,0.000000,supervised_character
GLM-4-9B-1M,7,5,MA,Memory Arbitration,0.081967,61,0,0.000000,supervised_character
GLM-4-9B-1M,7,6,IE,Information Extraction,0.312775,227,0,0.000000,supervised_character
GLM-4-9B-1M,7,6,MSR,Multi-session Reasoning,0.103814,236,1,0.004237,supervised_character
GLM-4-9B-1M,7,6,ES,Event Summarization,0.002404,208,3,0.014423,supervised_character
GLM-4-9B-1M,7,6,TR,Temporal Reasoning,0.047945,146,0,0.000000,supervised_character
GLM-4-9B-1M,7,6,KU,Knowledge Updating,0.214286,70,0,0.000000,supervised_character
GLM-4-9B-1M,7,6,MA,Memory Arbitration,0.118182,55,1,0.018182,supervised_character
GLM-4-9B-1M,7,7,IE,Information Extraction,0.521552,232,0,0.000000,supervised_character
GLM-4-9B-1M,7,7,MSR,Multi-session Reasoning,0.155172,232,1,0.004310,supervised_character
GLM-4-9B-1M,7,7,ES,Event Summarization,0.017327,202,4,0.019802,supervised_character
GLM-4-9B-1M,7,7,TR,Temporal Reasoning,0.111111,162,0,0.000000,supervised_character
GLM-4-9B-1M,7,7,KU,Knowledge Updating,0.287671,73,0,0.000000,supervised_character
GLM-4-9B-1M,7,7,MA,Memory Arbitration,0.101562,64,0,0.000000,supervised_character
GLM-4-9B-1M,8,1,IE,Information Extraction,0.189076,238,1,0.004202,supervised_character
GLM-4-9B-1M,8,1,MSR,Multi-session Reasoning,0.103814,236,2,0.008475,supervised_character
GLM-4-9B-1M,8,1,ES,Event Summarization,0.016667,210,8,0.038095,supervised_character
GLM-4-9B-1M,8,1,TR,Temporal Reasoning,0.028169,142,0,0.000000,supervised_character
GLM-4-9B-1M,8,1,KU,Knowledge Updating,0.081967,61,0,0.000000,supervised_character
GLM-4-9B-1M,8,1,MA,Memory Arbitration,0.131579,57,0,0.000000,supervised_character
GLM-4-9B-1M,8,2,IE,Information Extraction,0.245763,236,0,0.000000,supervised_character
GLM-4-9B-1M,8,2,MSR,Multi-session Reasoning,0.077922,231,0,0.000000,supervised_character
GLM-4-9B-1M,8,2,ES,Event Summarization,0.004926,203,3,0.014778,supervised_character
GLM-4-9B-1M,8,2,TR,Temporal Reasoning,0.005682,176,0,0.000000,supervised_character
GLM-4-9B-1M,8,2,KU,Knowledge Updating,0.074074,54,0,0.000000,supervised_character
GLM-4-9B-1M,8,2,MA,Memory Arbitration,0.166667,36,0,0.000000,supervised_character
GLM-4-9B-1M,8,3,IE,Information Extraction,0.230435,230,0,0.000000,supervised_character
GLM-4-9B-1M,8,3,MSR,Multi-session Reasoning,0.085470,234,0,0.000000,supervised_character
GLM-4-9B-1M,8,3,ES,Event Summarization,0.012077,207,9,0.043478,supervised_character
GLM-4-9B-1M,8,3,TR,Temporal Reasoning,0.062112,161,0,0.000000,supervised_character
GLM-4-9B-1M,8,3,KU,Knowledge Updating,0.184615,65,0,0.000000,supervised_character
GLM-4-9B-1M,8,3,MA,Memory Arbitration,0.046296,54,0,0.000000,supervised_character
GLM-4-9B-1M,8,4,IE,Information Extraction,0.259740,231,0,0.000000,supervised_character
GLM-4-9B-1M,8,4,MSR,Multi-session Reasoning,0.073913,230,2,0.008696,supervised_character
GLM-4-9B-1M,8,4,ES,Event Summarization,0.002500,200,7,0.035000,supervised_character
GLM-4-9B-1M,8,4,TR,Temporal Reasoning,0.066667,165,0,0.000000,supervised_character
GLM-4-9B-1M,8,4,KU,Knowledge Updating,0.183099,71,0,0.000000,supervised_character
GLM-4-9B-1M,8,4,MA,Memory Arbitration,0.117188,64,1,0.015625,supervised_character
GLM-4-9B-1M,8,5,IE,Information Extraction,0.255319,235,0,0.000000,supervised_character
GLM-4-9B-1M,8,5,MSR,Multi-session Reasoning,0.079399,233,1,0.004292,supervised_character
GLM-4-9B-1M,8,5,ES,Event Summarization,0.002564,195,2,0.010256,supervised_character
GLM-4-9B-1M,8,5,TR,Temporal Reasoning,0.045161,155,0,0.000000,supervised_character
GLM-4-9B-1M,8,5,KU,Knowledge Updating,0.085714,70,0,0.000000,supervised_character
GLM-4-9B-1M,8,5,MA,Memory Arbitration,0.081967,61,1,0.016393,supervised_character
GLM-4-9B-1M,8,6,IE,Information Extraction,0.352423,227,0,0.000000,supervised_character
GLM-4-9B-1M,8,6,MSR,Multi-session Reasoning,0.093220,236,0,0.000000,supervised_character
GLM-4-9B-1M,8,6,ES,Event Summarization,0.012019,208,7,0.033654,supervised_character
GLM-4-9B-1M,8,6,TR,Temporal Reasoning,0.061644,146,0,0.000000,supervised_character
GLM-4-9B-1M,8,6,KU,Knowledge Updating,0.085714,70,0,0.000000,supervised_character
GLM-4-9B-1M,8,6,MA,Memory Arbitration,0.127273,55,1,0.018182,supervised_character
GLM-4-9B-1M,8,7,IE,Information Extraction,0.383621,232,0,0.000000,supervised_character
GLM-4-9B-1M,8,7,MSR,Multi-session Reasoning,0.122845,232,0,0.000000,supervised_character
GLM-4-9B-1M,8,7,ES,Event Summarization,0.012376,202,3,0.014851,supervised_character
GLM-4-9B-1M,8,7,TR,Temporal Reasoning,0.037037,162,0,0.000000,supervised_character
GLM-4-9B-1M,8,7,KU,Knowledge Updating,0.260274,73,0,0.000000,supervised_character
GLM-4-9B-1M,8,7,MA,Memory Arbitration,0.062500,64,0,0.000000,supervised_character
GLM-4-9B-1M,8,8,IE,Information Extraction,0.565217,230,0,0.000000,supervised_character
GLM-4-9B-1M,8,8,MSR,Multi-session Reasoning,0.135021,237,1,0.004219,supervised_character
GLM-4-9B-1M,8,8,ES,Event Summarization,0.014563,206,6,0.029126,supervised_character
GLM-4-9B-1M,8,8,TR,Temporal Reasoning,0.172185,151,0,0.000000,supervised_character
GLM-4-9B-1M,8,8,KU,Knowledge Updating,0.365079,63,0,0.000000,supervised_character
GLM-4-9B-1M,8,8,MA,Memory Arbitration,0.156250,48,0,0.000000,supervised_character
GLM-4-9B-1M,9,1,IE,Information Extraction,0.172269,238,0,0.000000,supervised_character
GLM-4-9B-1M,9,1,MSR,Multi-session Reasoning,0.099576,236,0,0.000000,supervised_character
GLM-4-9B-1M,9,1,ES,Event Summarization,0.007143,210,2,0.009524,supervised_character
GLM-4-9B-1M,9,1,TR,Temporal Reasoning,0.021127,142,0,0.000000,supervised_character
GLM-4-9B-1M,9,1,KU,Knowledge Updating,0.081967,61,0,0.000000,supervised_character
GLM-4-9B-1M,9,1,MA,Memory Arbitration,0.087719,57,0,0.000000,supervised_character
GLM-4-9B-1M,9,2,IE,Information Extraction,0.220339,236,0,0.000000,supervised_character
GLM-4-9B-1M,9,2,MSR,Multi-session Reasoning,0.073593,231,1,0.004329,supervised_character
GLM-4-9B-1M,9,2,ES,Event Summarization,0.000000,203,3,0.014778,supervised_character
GLM-4-9B-1M,9,2,TR,Temporal Reasoning,0.017045,176,0,0.000000,supervised_character
GLM-4-9B-1M,9,2,KU,Knowledge Updating,0.148148,54,0,0.000000,supervised_character
GLM-4-9B-1M,9,2,MA,Memory Arbitration,0.097222,36,0,0.000000,supervised_character
GLM-4-9B-1M,9,3,IE,Information Extraction,0.243478,230,0,0.000000,supervised_character
GLM-4-9B-1M,9,3,MSR,Multi-session Reasoning,0.081197,234,2,0.008547,supervised_character
GLM-4-9B-1M,9,3,ES,Event Summarization,0.009662,207,3,0.014493,supervised_character
GLM-4-9B-1M,9,3,TR,Temporal Reasoning,0.049689,161,0,0.000000,supervised_character
GLM-4-9B-1M,9,3,KU,Knowledge Updating,0.169231,65,0,0.000000,supervised_character
GLM-4-9B-1M,9,3,MA,Memory Arbitration,0.055556,54,0,0.000000,supervised_character
GLM-4-9B-1M,9,4,IE,Information Extraction,0.207792,231,0,0.000000,supervised_character
GLM-4-9B-1M,9,4,MSR,Multi-session Reasoning,0.082609,230,3,0.013043,supervised_character
GLM-4-9B-1M,9,4,ES,Event Summarization,0.005000,200,5,0.025000,supervised_character
GLM-4-9B-1M,9,4,TR,Temporal Reasoning,0.036364,165,0,0.000000,supervised_character
GLM-4-9B-1M,9,4,KU,Knowledge Updating,0.169014,71,0,0.000000,supervised_character
GLM-4-9B-1M,9,4,MA,Memory Arbitration,0.101562,64,0,0.000000,supervised_character
GLM-4-9B-1M,9,5,IE,Information Extraction,0.225532,235,0,0.000000,supervised_character
GLM-4-9B-1M,9,5,MSR,Multi-session Reasoning,0.070815,233,1,0.004292,supervised_character
GLM-4-9B-1M,9,5,ES,Event Summarization,0.000000,195,1,0.005128,supervised_character
GLM-4-9B-1M,9,5,TR,Temporal Reasoning,0.025806,155,0,0.000000,supervised_character
GLM-4-9B-1M,9,5,KU,Knowledge Updating,0.114286,70,0,0.000000,supervised_character
GLM-4-9B-1M,9,5,MA,Memory Arbitration,0.098361,61,1,0.016393,supervised_character
GLM-4-9B-1M,9,6,IE,Information Extraction,0.273128,227,0,0.000000,supervised_character
GLM-4-9B-1M,9,6,MSR,Multi-session Reasoning,0.067797,236,2,0.008475,supervised_character
GLM-4-9B-1M,9,6,ES,Event Summarization,0.004808,208,2,0.009615,supervised_character
