data_role,metric_group,task_type,model_name,checkpoint_stage,eval_stage,value,split_type,definition_note
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,6,0.220339,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,6,0.220339,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,7,0.490909,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,7,0.436364,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,7,0.272727,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,7,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,8,0.338983,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,8,0.220339,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,8,0.271186,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,9,0.310345,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,9,0.224138,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,10,0.355932,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,1,0.385965,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,1,0.333333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,1,0.315789,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,1,0.350877,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,1,0.350877,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,1,0.333333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,1,0.315789,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,1,0.315789,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,1,0.298246,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,1,0.298246,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,2,0.442623,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,2,0.360656,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,2,0.344262,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,2,0.327869,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,2,0.262295,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,2,0.262295,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,2,0.245902,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,2,0.245902,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,2,0.229508,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,3,0.368421,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,3,0.228070,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,3,0.263158,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,3,0.228070,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,3,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,3,0.210526,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,3,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,3,0.228070,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,4,0.283333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,4,0.250000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,4,0.266667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,4,0.233333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,4,0.216667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,4,0.233333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,4,0.233333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,5,0.327586,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,5,0.224138,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,5,0.224138,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,5,0.189655,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,5,0.206897,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,5,0.120690,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,6,0.474576,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,6,0.305085,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,6,0.355932,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,6,0.237288,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,6,0.305085,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,7,0.509091,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,7,0.327273,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,7,0.381818,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,7,0.290909,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,8,0.440678,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,8,0.271186,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,8,0.237288,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,9,0.293103,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,9,0.327586,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen3.5-9B,10,10,0.322034,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,1,0.298246,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,1,0.263158,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,1,0.175439,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,1,0.245614,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,1,0.280702,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,1,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,1,0.263158,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,1,0.245614,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,1,0.245614,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,1,0.263158,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,2,0.393443,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,2,0.278689,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,2,0.278689,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,2,0.229508,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,2,0.196721,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,2,0.262295,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,2,0.327869,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,2,0.278689,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,2,0.213115,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,3,0.280702,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,3,0.192982,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,3,0.175439,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,3,0.122807,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,3,0.175439,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,3,0.157895,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,3,0.192982,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,3,0.192982,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,4,0.383333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,4,0.166667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,4,0.166667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,4,0.233333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,4,0.200000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,4,0.233333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,4,0.233333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,5,0.275862,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,5,0.172414,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,5,0.241379,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,5,0.224138,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,5,0.155172,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,5,0.068966,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,6,0.271186,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,6,0.288136,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,6,0.254237,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,6,0.220339,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,6,0.254237,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,7,0.418182,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,7,0.327273,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,7,0.345455,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,7,0.254545,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,8,8,0.372881,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,9,8,0.237288,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,10,8,0.203390,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,Qwen2.5-7B-1M,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
